199.22,197.77,196,191.98,189.72,182.89,177.49,176.8,178.57,182.12,184.6,190.28,192.31,193.35,195.7,197.37,197.39,190.67,188.74,185.73,183.13,179.7,179.63,176.55,182.47,186.52,188.69,192.11,196.5,198.46,199.21,199.06,197.02,194.81,185.88,184.27,179.88,177.49,180.66,181.33,182.82,185.85,191.74,194.17,196.45,197.34,196.74,196.31,193.86,185.58,183,181.56,178.31,177.56,180.52,182.51,187.03,189.99,194.63,197.02,199.73,199.09,196.72,194.08,190.01,187.59,185.14,180.58,182.88,184.75,186.12,188.71,191.52,194.85,196.7,196.74,196.7,196.19,192.48,190.89,188.57,185.73,180.54,178.44,176.49,184.07,185.33,187.79,192.1,193.82,195.94,194.08,191.58,189.7,187.46,183.68,181.46,175.64,179.39,180.05
398.26,399.89,402.59,408.16,404.37,407.87,346.68,370.16,389.23,373.73,356.87,420.7,417.65,415.76,422.39,426.87,428.51,362.48,381.43,388.5,401.36,369.83,379.34,359.13,414.04,412.51,414.9,409.79,409.19,404.14,404.17,403.94,404.93,407.08,410.98,405.43,391.07,368.35,405.33,380.37,370.27,358.77,420.02,418.32,418.73,424.39,426.2,425.99,422.17,367.35,359.91,363.52,373.11,363.56,400.92,412.32,402.05,414.31,417.87,412.05,408.03,405.68,405.1,407.01,407.87,402.92,404.09,371.81,398.31,393.34,392.01,386.98,383.57,385.21,387,387.68,388.04,391.68,395.78,400.88,401.15,399.11,369.24,365.49,349.15,401.12,396.37,400.35,407.39,400.44,397.57,397.21,403.49,408.44,409.02,400.65,399.78,367.01,364.02,400.55
420.45,422.19,427.64,432.98,454.89,464.23,411.87,430.39,403.74,440.26,446.66,446,444.43,444.09,446.92,447.88,449.59,453.49,451.67,465.15,484.28,488.25,491.22,419.35,436.35,438.1,434.36,432.77,430.68,426.87,425.26,423.6,426.7,430.05,432.27,458.93,452.03,427.08,407.14,435.32,437.39,441.18,440.21,439.25,439.09,440,442.43,446.6,452.36,441.83,477.97,483.95,492.34,419.96,461.16,439.07,440.49,440.34,438.18,439.2,436.63,430.7,432.22,436.46,442.39,465.77,500.29,431.87,411.1,446.88,448.02,447.04,446.66,447.59,448.21,447.48,447.09,450.75,452.86,460.2,475.98,496.46,492.62,481.75,409.95,444.03,437.66,435.56,436.19,435.48,433.44,427.65,427.57,431.35,439.32,459.06,492.03,429.57,420.1,412.02
518.96,512.25,507.68,505.43,504.93,518.87,525.81,563.31,538.37,542.44,550.4,548.98,546,544.54,543.33,537.56,529.94,526.42,518.83,518.74,531.51,535.83,546.7,491.43,529.85,533.59,530.39,528.9,526.11,523.31,520.38,515.72,509.99,507.28,504.24,511.74,512.58,553.95,547.22,531.24,540.29,540.91,538.72,536.01,532.6,529.06,526.05,517.61,516.05,508.69,514.61,530.07,546.99,490.65,541.99,537.39,537.32,535.05,532.76,530.94,529.47,520.52,514.98,512.78,509.64,519.45,562.73,566.36,549.19,546.31,554.66,553.7,551.55,550.66,548.04,543.88,538.1,534.25,530.08,525.32,528.3,551.29,546.62,548.73,490.58,537.48,533.77,532.23,530.65,527.97,524.86,518.99,514,510.62,508.25,510.25,556.5,558.54,548.02,548.15
576.12,575.06,577.8,580.09,575.33,574.25,575.16,592.17,586.62,569.34,561.38,566.2,561.69,559.64,565.09,567.09,567.34,559.81,566.39,564.34,562.53,561.1,561.36,562.97,575.83,578.39,577.98,572.08,569.71,569.58,569.96,569.36,569.96,569.43,569.02,563.67,570.99,582.38,615.65,570.02,559.63,554.15,563.44,559.83,562.96,567.37,569.49,569.81,569.15,566.94,563.62,562.23,564.13,561.88,579.17,582.17,582.06,579.38,577.55,576.91,578.68,577.74,579.25,580.7,577.66,575.06,578.23,586.94,592.28,572.57,568.08,562.5,556.45,553.85,557.62,562.62,564.26,566.33,568.56,567.48,563.07,560.94,559.68,558,566.37,576.44,577.12,575.99,573.1,571.66,574.12,574.03,572.59,572.68,573.33,568.26,567.3,578.25,594.57,574.74
340.16,341.86,343.92,342.98,337.42,335.83,324.34,321.93,329.66,342.34,351.83,353.51,353.82,353.48,359.74,363.07,363.42,362.91,353.25,337.73,335.93,320.61,325.51,319.15,342.42,349.61,350.71,348.48,348.78,345.87,346.94,346.04,346.14,345.04,338.46,334.51,328.07,321.44,333.22,338.63,341.77,350.15,351.32,352.27,353.53,356.2,356.75,358.25,354.32,346.23,337.97,335.24,322.5,320.87,333.66,342.55,345.95,353.39,353.71,354.12,352.44,348.64,347.88,347.01,343.91,336.58,337.08,323.03,332.7,342.06,344.5,348.23,351.2,354.65,357.58,358.07,358.56,359.36,350.58,345.64,339.2,336.23,320.38,319.5,321.49,342.73,341.75,343.34,348.33,347,347.04,341.19,340.62,340.63,340.93,332.33,332.27,315.5,333.35,333.72
119.9,118.33,115.68,111.7,107.5,102.56,98.381,96.696,96.851,98.468,100.81,104.6,108.25,111.5,114.67,116.68,116.77,114.49,112.54,109.56,106.23,102.57,100.61,98.938,100.68,103.08,106.59,111.05,115.8,119.15,120.41,119.12,115.87,112,106.63,102.52,98.46,95.941,96.099,96.947,99.202,102.66,107.61,111.53,114.96,116.8,116.66,115.33,112.84,108.12,104.41,101.17,98.38,97.371,98.558,100.49,103.85,107.77,111.97,115.06,116.98,116.31,113.68,110.51,106.71,103.04,100.03,97.144,97.019,97.722,99.474,102.26,105.96,109.69,112.63,114.16,114.12,112.72,110.14,107.49,104.23,101.03,97.915,96.582,96.505,99.665,102.39,106.15,110.42,113.76,115.98,115.68,113.7,110.93,107.68,103.73,100.39,96.802,96.81,97.17
262.25,261.65,261.28,258.02,256.71,256.17,240.92,239.7,248.19,255.67,262.51,267.9,268.63,268.29,270.93,273.09,274.02,266.97,261.9,257.71,257.24,246.23,249.29,238.61,254.96,256.16,257.92,261.06,265.3,264.12,263.63,262.69,261.51,261.17,258.63,257.97,249.61,239.83,253.55,253.46,254.75,261.79,267.61,268.38,269.22,270.32,269.93,270.77,269.62,257.43,254.82,252.46,244.04,241.47,252.96,256.1,254.74,260.22,263.73,262.67,263.58,262.35,261.15,259.67,257.4,256.7,255.8,245.39,253.59,257.79,259.71,260.66,262.62,265.45,266.57,265.77,265.99,266.18,261.23,261.37,259.79,257.49,244.2,240.1,238.33,252.44,250.58,250.76,253.52,253.37,253.13,251.85,251.9,253.13,254.72,251.47,250.92,233.61,246.67,251.6
477.43,477.3,478.1,482.94,477.95,482.73,479.28,495.48,467.87,469.31,454.02,492.33,488.14,483.94,490.84,495.57,497.24,453.25,471.46,467.44,472.45,435.62,438.66,441.99,485.19,485.73,487.41,485.01,483.97,479.99,482.02,480.66,479.78,479.96,483.06,478.23,506.29,493.4,474.9,468.81,462.31,452.03,490.62,486.79,488.16,497.43,497.12,495.23,491.06,466.93,419.64,424.07,437.53,443.34,473.98,486.46,480.03,488.12,490.1,484.87,482.14,479.77,478.49,480.13,481.88,478.09,476.45,498.59,475.45,478.76,477.32,471.6,466.12,465.37,468.54,472.51,474.06,476.78,478.9,478.6,473.18,474.06,436.57,429.54,441.21,480.28,475.97,479.58,484.81,479.26,478.32,476.9,478.14,480.12,481.32,475.59,471.79,496.05,477.32,481.01
294.9,294.94,294.53,291.65,295.34,263.1,263.84,267,265.04,270.58,269.28,335.41,329.16,326.01,332.51,339.01,346.58,275.67,277.9,273.9,267.66,266.74,265.23,265.56,269.36,295.01,295.49,296.45,298.76,299.86,302.35,303.34,305.19,300.42,264.11,262.77,263.49,267.1,266.07,273.09,272.71,272.48,334.7,327.73,328.64,332.98,336.44,342.3,349.14,272.97,268.17,270.55,267.18,267.34,266.2,268.41,297.3,317.06,304.5,311.82,312.61,308.6,304.2,299.69,292.16,288.93,286.58,285.85,289.07,289.48,286.19,289.26,289.41,294.04,296.92,298.99,299.81,300.59,298.63,298.42,295.64,292.44,283.6,277.58,263.26,284.77,284.13,287.58,294.07,294.64,292.5,281.97,276.44,271.84,269.07,265.54,264.53,267.43,270.89,265.43
